mitra_name,course_name,address,description
PT EDUCA SISFOMEDIA INDONESIA,Kelas Industri Game Developer,"Jl. Gilingrejo No. 10 Kota Salatiga, Jawa Tengah, Indonesia",Making Simple Educational Games Without Coding Expertise in Using Javascript as a Basis for Making Programming Logic Ability to Make Simple Animations Using Javascript Making Simple Endless Run Games Making Simple Platformer Games Collaboration and Final Projects
PT EDUCA SISFOMEDIA INDONESIA,Kelas Industri Seniman Digital,"Jl. Gilingrejo No. 10 Kota Salatiga, Jawa Tengah, Indonesia",Mastering CorelDRAW Software as a Graphic Processor Basic Principles of Graphic Design Getting to Know Illustrations Creating Assets Collaborative Game Interfaces and Final Projects Creating Vector Illustrations Using CorelDRAW Software
PT STECHOQ ROBOTIKA INDONESIA,Lean Manufacture Engineering Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta","Value Stream Mapping System Improvement Built in Quality, Visualization and Industrial Abnormality Response System (SCW) and Opportunities for Implementing Industrial Transformation 4.0 Technology Supporting Industrial Transformation 4.0 Planning, Execution, and Evaluation of Industrial Transformation 4.0 Solutions for Improving Stabilization & Efficiency of Work Processes Solutions for Repairing Pull & System Systems Process Improvements Between Production Lines"
PT Marka Kreasi Persada,Mastering Flutter. From Zero to Hero Engineer Program,,Coding Competence Basic Object Oriented Programming Dart Programming Project Management Interface Manipulation Mini Project Architecture and System Integration Professional Skill Capstone Project
PT Marka Kreasi Persada,Mastering Golang Programming Engineer Program,,Basic Pemograman Golang Algorithm and Structure Data Deployment CI/CD Capstone Project Database Management System Design and Management Project Rest API Professional Skill Mini Project Coding Competence
PT STECHOQ ROBOTIKA INDONESIA,Mechanical Engineering Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta","Automation aspects: Sensor and Actuators Basic actuator: Determining Motor Size Mechanical Design: Design for Manufacture and Assembly Machine element: bearing, shaft and gears Actuator for beginner:  Electro-pneumatic Mechanical Design:  The basic ""Mechanical Design:  Sheetmetal-working"""
PT. Mitra Edukasi Pratama,Microcredential Game Developer,"Gedung Menara 165, Lantai 4 
Jalan TB. Simatupang Kav. 1
Cilandak Timur, Pasar Minggu, Jakarta 12560","1.Game Designer: students will be able to become graduates who are competent in making Game Designs who have: (1) a responsible, committed, conscientious and empathetic attitude.(2) General skills which include the ability to analyze, design and make game designs.(3) Specific skills which include how to develop stories, create game mechanics, create flows and create layouts.(4) Knowledge of how to make a Game Design Document based on the concept of Design Thinking.2.Game Artist: students are expected to become a competent game artist.Have: (1) Responsible, disciplined, broad-minded, and collaborative attitude; (2) General skills in making various assets needed in a game project; (3) Special skills in operating graphics, animation and audio software to create assets and graphic designs, 2D and 3D animation, and audio for 2D and 3D-based game assets.(4) Knowledge of how to implement assets in a 3.Game Programmer: students will be able to become game programmers who have: (1) a responsible attitude, thorough and able to collaborate in a team; (2) General skills in the ability to analyze and use the Unity Game Engine; (3) Special skills which include programming Pong 2D, Side Slider/Platform 2D, Top Down Shooter 2D, First Person Shooter 3D, Third Person Shooter 3D; (4) Knowledge of implementing monetization in games 4.Educational Game Developer After participating in Stream Educational Game Development, students are expected to become graduates who are competent to apply RenPy in educational games based on pedagogical principles and have: (1) A critical attitude, open-minded, empathetic and collaborative.(2) General skills of using RenPy in educational games (3) Specific skills of RenPy in using: basic, creative and advanced features.(4) Knowledge of pedagogy in the development of educational games, instructional game design and development of educational games 5.Game Project Management students are expected to be able to become Game Project Managers who have: (1) Discipline, respect for time, responsibility, and collaboration (2) General skills which include leadership, group communication, and presentation skills (3) Specific skills that covering market analysis, project management, marketing and branding, and managing change.(4) Knowledge of entertainment and serious games, team building for game development, tools for project management, marketing and branding Attitude General skills Special skills Special skills Special skills 6.Capstone Project This program is intended as a collaborative project that integrates the four streams in the curriculum with intensive mentoring assistance to produce game product prototype outputs, namely educational games, serious games or entertainment games."
PT Mitra Integrasi Informatika,Network Security Operation Center (Cyber Blue Team – CND; CSA; ECIH),"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Incident Respond Security Operation Center - SOC (Security Operations Center) Network Defense Cyber ​​Security Awareness How to be a Cyber ​​Security Specialist in a Project
PT Hacktivate Teknologi Indonesia,Node JS for Back End Web Developer,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240","Understand and know the basic fundamentals of a back-end web developer.Understand and implement the Nodejs framework, especially the backend for web application needs.Securing and managing user authentication and access control for backend applications.Design and create databases for web application purposes.Debug and optimize the performance of the created web application"
PT Dicoding Akademi Indonesia,Pengembang Aplikasi Android,"Dicoding Space, Jalan Batik Kumeli No 50, Kecamatan : Cibeunying Kaler, Kelurahan : Sukaluyu, RT : 10, RW : 07, Kota Bandung, Jawa Barat, 40123","Career Preparation Prepare yourself, actively contribute, and willing to learn Soft skills learning Initiative, Proactive, Responsible Self-reflection Starting Programming Fundamentals to Become a Software Developer Introduction To Programming Logic Learn Git Basics with Github Getting Started Programming With Kotlin Learn Android Application Fundamentals Learn Application Development Android Intermediate Learn Programming Principles SOLID Learn Basic UX Design Capstone Project / Final Project"
PT Dicoding Akademi Indonesia,Pengembang Front-End Web dan Back-End,"Dicoding Space, Jalan Batik Kumeli No 50, Kecamatan : Cibeunying Kaler, Kelurahan : Sukaluyu, RT : 10, RW : 07, Kota Bandung, Jawa Barat, 40123","Be prepared, contribute actively, and be willing to learn Self-reflection Introduction To Programming Logic Starting Programming Fundamentals to Become a Software Developer Learn Git Basics with Github Learn Front-End Web Development Fundamentals Learn Web Programming Fundamentals Learn to Make a Web Front-End for Beginners Become a Front-End End Web Developer Expert Learn Basic JavaScript Programming Learn to Create Back-End Applications for Beginners Initiative, Proactive, Responsible Soft skills Learning Career Preparation Capstone Project / Final Project"
PT Presentologics,Pengembang Front-End Web dan React,"Dicoding Space
Jl. Batik Kumeli no 50
Bandung, Indonesia","Be prepared, contribute actively, and be willing to learn Soft skills learning Introduction to Programming Logic Learn Git Basics with Github Self Reflection Starting Programming Fundamentals to Become a Software Developer Learn Web Programming Basics Learn Creating Web Front-Ends for Beginners Learning Front-End Web Development Fundamentals Learn to Make Web Applications with React Learn Fundamentals of Web Applications with React Initiative, Proactive, Responsible Become a Front-End Web Developer Expert Career Preparation Capstone Project / Final Project"
PT Presentologics,Pengembang Machine Learning dan Front-End Web,"Dicoding Space
Jl. Batik Kumeli no 50
Bandung, Indonesia","Self-reflection Learn Basic Git with Github Be prepared, contribute actively, and be willing to learn Capstone Project Initiative, Proactive, Responsible Learning Soft skills Career Preparation Starting Programming Fundamentals to Become a Software Developer Introduction to Programming Logic Basic Learning Data Visualization Basic Learning Web Programming Get Started Programming With Python Learn Machine Learning for Beginners Learn Machine Learning Development Applied Machine Learning Mastery Evaluation Machine Learning Learn to Create a Web Front-End for Beginners Learn Fundamentals Front-End Web Development"
PT LENTERA BANGSA BENDERANG,Product Management - Digital Product,,"Able to analyze problems and perform prioritization using a framework Recognize the world of start-up and basic Product Management Introduction - Understand the Introduction to the World of Programming Understand the process of creating user centric products Understand the world of business, technology, data and its relation to Product Management Understand the implementation of SDLC within the organization Able to create deliverables document as PM Understand how to calculate product economics and make product presentations Understand how to build a career as PM Collaborate using collaboration tools in synthesizing research results, evaluating, developing, and presenting digital products to stakeholders (internal and external)"
PT BISA ARTIFISIAL INDONESIA,Produk dan Desain Kecerdasan Artifisial (AI-HIPSTER),JLN. IR H JUANDA NO. 84 BANDUNG,Compulsory Learning 1 Capstone Project Learning Compulsory Learning 2 Optional Learning 1 Optional Learning 2
PT Hacktivate Teknologi Indonesia,Python for Data Science,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240",Use scikit-learn to create and evaluate Machine Learning models.Using the functionality and features of Python used for data science.Understand Practical Statistics used for data science.Implementing Supervised and Unsupervised Learning to solve real cases.Create basic to advanced visualizations for data representation.Query struktur DataFrame untuk cleaning and processing dataset.Able to deploy Machine Learning Models that have been made. Create Machine Learning features that meet the needs of data analysis.
PT Hacktivate Teknologi Indonesia,React and React Native for Front End Developer,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240","Understand the Basics and Fundamentals to become a React programmer, especially ReactJS.Understand and be able to implement website and Apps Interface development using the React Framework as needed.Doing online deployment with several 3rd Party services.Understand the end-to-end React framework from development to deployment in a structured manner. Understand the ""debug"" process and Optimization of ReactJS Web Applications."
PT LENTERA BANGSA BENDERANG,React Native,,"Product class Knowing Introduction to the World of Programming Able to apply the workings of the firebase, geolocation, QR Code, Biometric Auth and Google Auth features Able to master basic development and basic computer science skills Able to understand basic Front-end and React Native Able to apply how to display media and perform mobile testing Apps Able to implement how React Native networking works Able to apply Redux State Management Able to do Apps Deployment and real time database Able to implement OTA Update, Animations, RN Optimation, Firm Management and React Hooks"
PT BISA ARTIFISIAL INDONESIA,Rekayasa Manufaktur Kecerdasan Artifisial (AI-MANUFACTURE),JLN. IR H JUANDA NO. 84 BANDUNG,Capstone Project Learning Optional Learning 1 Optional Learning 2 Compulsory Learning 1 Compulsory Learning 2
PT Revolusi Cita Edukasi,"RevoU Tech Academy - Product, Sales, Marketing, Data","Go Work Menara Rajawali, Ground Floor, Jl. DR. Ide Anak Agung Gde Agung, RT.5/RW.2, Kuningan, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",Tech Sales Module - Provides participants with a basic understanding of technology sales and its application in the Digital Marketing Module industry - Provides participants with a basic understanding of digital marketing and important channels that are commonly used in the industry Data Analytics Module - Provides participants with a basic understanding of data and analysis methods to support company growth Product Management Module - Provides participants with a basic understanding of product management and its important role in technology companies Career Development Module - Provides provision in the form of important soft skills and is needed by participants to be successful in the technology industry
PT BISA ARTIFISIAL INDONESIA,Riset Kecerdasan Artifisial (AI-RESEARCH),JLN. IR H JUANDA NO. 84 BANDUNG,Compulsory Learning 1 Optional Learning 1 Compulsory Learning 2 Optional Learning 2 Capstone Project Learning
PT Forest Indo Niaga,SeKODlah - Developing Future Innovators,"Kuala Lumpur, Malaysia",Workshop Capstone Project Mentorship Career Coaching Industry Sharing
PT. Impactbyte Teknologi Edukasi,Skilvul Tech4Impact: 3D Animation Development,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220",Softskills & Career Development Introduction to Animation and 12 Principles of Animation Application of 12 Principles of Animation Bounce Ball Animation Cycles Application of 12 Principles of Animation Pendulum & Flying Fox Introduction to Body Mechanic and Acting Advanced to Body Mechanic and Acting Animation Production (Cinematography & Animation Workflow) Final Project - Challenge
PT. Impactbyte Teknologi Edukasi,Skilvul Tech4Impact: Back-end Web Development,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220","UI/UX Prototype Intro to Computer Science & Programming ""FINAL PROJECT WEB DEVELOPMENT (Team Up with Front-End Team)"" Web Development Basic Design Thinking Strategy Business Model with Lean Canvas Developing Digital Features Building website applications from the server side (Back-End Web Development) Softskills and Career Development Group Project - Building Web Services & Restful API Back-End Web Development"
PT. Impactbyte Teknologi Edukasi,Skilvul Tech4Impact: Front-end Web Development,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220","""Web Development Basic  "" Front End Development Design Thinking Group Project - Web Development Basic Strategi Model Bisnis dengan Lean Canvas Mengembangkan Fitur Digital UI/UX Prototype ""Intro to Computer Science & Programming  "" ""FINAL PROJECT WEB DEVELOPMENT (Team Up with Back-End Team)"" Softskills and Career Development"
PT. Impactbyte Teknologi Edukasi,Skilvul Tech4Impact: Game Development,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220","Softskills & Career Development Physics Game Development Using Unity Engine Basic 2D Game Development Using Unity Engine Design Thinking Basic 3D Game Development Using Unity Engine Mobile Game Development Unity Game Services  Unity Tools & Development tips, tricks and best practice Introduction to Game Development & Programming Introduction to Realtime Multiplayer Game Development with Photon Unity Networking Technical Documents in Game Development & Final Project Product Innovation & Development"
PT. Impactbyte Teknologi Edukasi,Skilvul Tech4Impact: UI/UX Design Mastery,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220",USER INTERFACE DESIGNING & PROTOTYPING RESEARCH & USABILITY TESTING INTRO TO UI/UX DESIGN THINKING USER EXPERIENCE DESIGN SOFTSKILL & CAREER DEVELOPMENT
PT STECHOQ ROBOTIKA INDONESIA,Software Engineering Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Mobile Apps Development for Android Frontend Fundamentals and Framework Linux and Server Configuration Backend Fundamentals and Database Artificial Intelligence Basic Web Programming Pemrograman NodeJS UI/UX Research and Design
PT STECHOQ ROBOTIKA INDONESIA,Startup Business Development Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Legal Startup 101 Project Management Human Resources Finance and Tax GA dan Warehouse Pitchdecking
PT Arkatama Multi Solusindo,Studi Independen Bersertifikat Database Programming,"Perum Joyo Agung Greenland No. B1 Tlogomas, Lowokwaru, Malang, Jawa Timur",Database Management System Tools Tipe Data dan Operator Data Definition & Manipulation Language Transaction dan Locking Table Relationship Database Management System Tuning DBMS Scalability Database Management System Study Kasus Database Design
PT Arkatama Multi Solusindo,Studi Independen Bersertifikat Full Stack Web Development,"Perum Joyo Agung Greenland No. B1 Tlogomas, Lowokwaru, Malang, Jawa Timur",Database Management System Programming Introduction Continuous Integration Basic Web Design Javascript Implementing Web Design & Collaboration Object Based Programming API Design and Documentaion Single Page Application
PT Kinema Systrans Multimedia,Studi Independen Bersertifikat Mobile Application,"Nongsa Digital Park
Kawasan Ekonomi Khusus Nongsa
Batam, Kepulauan Riau","HARD SKILL - Advance Android Features : ""Ability to program using 'List View' Ability to program using 'Time Table Apps' Ability to program using 'Timers in Android' Ability to program using 'showing and hiding UI elements' Ability to program using ' Brain Trainer' Ability to use programming using 'try and catch' Ability to download web content.Ability to download images.Ability to use programming using 'Advance String Manipulation' Ability to use programming using 'Brain Trainer' Ability to do JSON Data Ability to use programming using 'Geolocation and Maps'"" HARD SKILL - Basic Android programming language: ""Ability and basic understanding of Android Studio.Knowing and able to formatting text.Know and be able to create buttons.Know and be able to create a text field.Able to create Display Messages.Able to create images.Ability to make Lay Out from Android Studio Know and be able to make fading animations and other animations from Android Studio.Ability to create Audio Controlling and audio volume seeking.Ability to make grid lay out.The ability to make basic phrases.""HARD SKILL - Java Programming : ""Ability to program using 'variables' Ability to program using 'arrays' and 'maps' Ability to program using 'if statements' Ability to program using 'higher and lower' Ability to program using 'Loops' Ability use programming using 'classes and objects' Ability to use programming using 'app number shapes'"" HARD SKILL - User Experience (UX) & User Interface (UI): ""Understanding and application skills about User Experience and Persona in real project situations.Ability to perform low fidelity wireframing.Know the difference and be able to apply the functions of type, color and icon.Ability to create interactive website prototyping.Able to use Symbol and Repeats Grids.Ability to make mobile app prototyping.Able to use supporting applications to get feedback (user feedback). Able to design high fidelity designs and create mood boards.Have skills regarding color and typography.HARD SKILL - Basic Digital Marketing Science: ""Ability to understand the basic knowledge of digital marketing.Ability to create a marketing plan.Understand the basics of digital marketing through websites, social media and supporting applications. Able to create simple marketing campaigns using applications such as e-flyers, e-brochures, e-posters, etc.""SOFT SKILL -P roject Management: ""Understanding the basic concepts of project management using the Agile framework (SCRUM) Able to plan a simple project.Have the ability to anticipate problems that often arise in the implementation of a project.Have the ability to make simple presentations and schedule a project management.""HARD SKILL -""Cloud Computing"" : ""Introduction to basic theory and knowledge about Computer Architecture, servers/desktop/laptops, client/server computing, networking and databases.Knowledge and understanding of the basics of cloud computing.Mengetahui teori aplikasi tentang Cloud Architecture: scaling up/out, load balancing, fault tolerance, loose coupling, monolithic / microservice architectures,event driven architectures. ""SOFT SKILL Leadership Management - Leadership Management Basics: ""Be able to explain the meaning of leadership, leadership functions, leadership principles, leadership elements, and leadership strategies in influencing people.Able to explain the style, type, and model of leadership.Able to explain the basic theories of leadership in terms of trait theory, behavior theory and situation theory.Ability to execute the delegation technique.""SOFT SKILL - Teaching Skills: ""Have questioning skills and have good questioning quality.Ability to provide reinforcement (reinforcement) both verbal and non-verbal.The ability to create variation (stimulus variation) in order to creatively develop endless learning stimuli.Explaning skills The ability to open and close a learning session.The ability to guide or mentorship.""SOFT SKILL - Communication Skills: ""Basic skills in verbal communication or the ability to speak.Good body language skills.Facial expressions, eye gaze, hand movements, and several other gestures.Ability to write to convey ideas or ideas, solutions and detailed explanations of a project.Ability and understanding of good and thorough listening techniques so that there are no misunderstandings in communicating.Presentation skills.Ability to build a network / network.Ability to negotiate."""
PT Kinema Systrans Multimedia,Studi Independen Bersertifikat Web Development,"Nongsa Digital Park
Kawasan Ekonomi Khusus Nongsa
Batam, Kepulauan Riau","Hard Skill : UI UX Design Hard Skill : Digital Marketing Hard Skill : Introduction to Front End Development Soft Skill : Entrepreneur Skill Soft Skill : Professional Collaboration, Communication and Adaptation Skills Hard Skill : Introduction to Basic Cyber ​​Security Hard Skill : Introduction to Back End Development"
PT Arkatama Multi Solusindo,Studi Independen Bersertifkat Digital Marketing,"Perum Joyo Agung Greenland No. B1 Tlogomas, Lowokwaru, Malang, Jawa Timur",Introduction to Digital Marketing Research and Data analysis Campaign Strategy Internet Marketing Social Media Marketing Website Development
PT BISA ARTIFISIAL INDONESIA,Teknologi Game Kecerdasan Artifisial (AI-GAME),JLN. IR H JUANDA NO. 84 BANDUNG,Compulsory Learning 1 Compulsory Learning 2 Optional Learning 2 Optional Learning 1 Capstone Project Learning
PT BISA ARTIFISIAL INDONESIA,Teknologi Kecerdasan Artifisial (AI-HACKER),JLN. IR H JUANDA NO. 84 BANDUNG,Compulsory Learning 1 Compulsory Learning 2 Optional Learning 1 Optional Learning 2 Capstone Project Learning
PT Warung Teknologi Indonesia,Testing Activity Sample Cycle 3,"DKI Jakarta, Indonesia",Just sample data
PT Greatedu Global Mahardika,UI/UX BOOTCAMP,"8A, RT.12/RW.1, Pejaten Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510","Increasing participants' activeness and independence Identifying and concluding basic knowledge about UI/UX, starting from the differences in each field of UI/UX, workflow, to the skills that must be possessed Creating a system design using atomic habits design Creating Prototypes to evaluate and provide feedback on designs Increasing Initiative and be responsible Learning related to soft skills to improve soft skills that must be possessed in UI/UX Career preparation to help participants prepare themselves for the world of work Explaining and identifying matters related to User Experience (UX) and compiling research plans Making Mock Ups/visual designs to provide a more realistic picture and perspective on a design Compile research results to serve as a guide in designing applications Make sketches (sketching) to collect ideas Make Wireframes using Figma to arrange elements in the design to be made Apply Motion Design on d design made Writing For UI Components and Using UX Writing Tools Explaining and identifying matters related to UX Writing and writing microcopy Doing Usability Testing and Presenting Prototypes Made Patterning, identifying and describing the stages in Design Thinking and Design Sprint and applying them as a first step for make product design Final Project: Create a complete product design by applying the design stages in sequence and presenting the design that has been made"
PT Hacktivate Teknologi Indonesia,UI/UX Design,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240","Understand the definition and mindset of a UI/UX Designer.Learn about how to make decisions based on the user on the basis of human-computer interaction and psychological aspects.Using a variety of standard tools that are widely used in the industry and displayed project results for UI/UX.Understand and practice directly how the Design Sprint framework works in UI/UX.Have in-depth knowledge of the entire design life cycle, including design processes, goals & tools.Explain how design decisions are made through presentations of exercises and final assignments that can be used as personal portfolios"
PT DWI INTI PUTRA,UI/UX Designer,,Group Mentoring Career Mentoring 1 on 1 Figma Adobe InDesign Adobe Illustrator Support Group Intuit Design for Delight Innovator (Design Thinking) Capstone Project
PT LENTERA BANGSA BENDERANG,UI/UX Research & Design,,"Understanding UX Writing and applying UI/UX Revamp skills to be published to stakeholders Able to create product prototypes using a pre-arranged design system Understanding UI/UX Fundamentals Understanding design thinking process empathizing and conducting research for UI/UX needs Understanding design thinking process defining & Ideation with components in it to define problems, validate, and find solution ideas Understand testing mechanisms to be applied to product designs that have been made in obtaining feedback from potential users for the next iteration Understand the role of UI/UX in software development and project management Create a product design in the form of mobile applications and websites that are able to solve user problems based on research results/findings, and UI/UX processes, as well as communicate how product designs that have been designed can help users Understand Introduction to the World of Programming Develop UI/UX portfolios based on make a case study"
PT DWI INTI PUTRA,VR Game Developer,,Unity Certified User: VR Developer Career Mentoring 1 on 1 Group Mentoring Unity Certified User: Programmer  Adobe Illustrator Support Group Capstone Project Autodesk Maya
PT Hacktivate Teknologi Indonesia,Web Developer Program,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240",Understand Basic & Fundamentals to become a website programmer.Doing website deployment and development online.Mastering CSS & CSS Framework and how it works in making a website. Understand 1 cycle of Website development.Understand and be able to implement website interface development including Responsive View Interface.
